customer_userid,user_age,user_height,user_size,user_weight,user_body_type,user_color
user_29801,26,"5'7""",L,0 lbs.,Hourglass,ivory
user_29802,40,"5'2""",XL,195 lbs.,,multi
user_29803,31,"5'10""",L,205 lbs.,Straight,multi
user_29804,32,"5'7""",M,156 lbs.,Straight,multi
user_29805,28,"5'6""",M,150 lbs.,Apple,multi
user_29806,33,"5'8""",L,165 lbs.,Hourglass,multi
user_29807,26,"5'5""",L,170 lbs.,Hourglass,multi
user_29808,27,"5'8""",M,165 lbs.,Hourglass,multi
user_29809,49,"5'7""",L,170 lbs.,Hourglass,multi
user_29810,48,"5'8""",M,143 lbs.,Inverted Triangle,multi
user_29811,27,"5'5""",L,168 lbs.,Hourglass,multi
user_29812,28,"5'1""",S,130 lbs.,Hourglass,multi
user_29813,29,"5'3""",L,165 lbs.,Apple,neutral
user_29814,27,"5'2""",M,150 lbs.,Hourglass,neutral
user_29815,37,"5'5""",M,168 lbs.,Pear,neutral
user_29816,,,M,,,neutral
user_29817,29,"5'3""",S,135 lbs.,Pear,neutral
user_29818,33,"5'8""",XL,210 lbs.,Hourglass,neutral
user_29819,28,"5'4""",S,120 lbs.,Hourglass,neutral
user_29820,49,"5'5""",S,138 lbs.,Hourglass,neutral
user_29821,36,"5'8""",XL,210 lbs.,Hourglass,neutral
user_29822,30,"5'6""",S,122 lbs.,Straight,neutral
user_29823,27,"5'10""",L,190 lbs.,Straight,black
user_29824,42,"5'3""",M,133 lbs.,Hourglass,cocoa
user_29825,28,"5'6""",M,155 lbs.,,cocoa
user_29826,28,"5'6""",S,135 lbs.,Straight,black
user_29827,29,"5'2""",L,175 lbs.,Hourglass,beige
user_29828,31,"5'8""",L,,Hourglass,beige
user_29829,41,"5'5""",S,132 lbs.,Pear,blue
user_29830,33,"5'3""",S,135 lbs.,Pear,blue
user_29831,21,"5'4""",L,155 lbs.,Straight,blue
user_29832,21,"5'3""",S,130 lbs.,Hourglass,blue
user_29833,22,"4'11""",S,125 lbs.,Hourglass,blue
user_29834,22,"5'10""",L,180 lbs.,Straight,blue
user_29835,42,"5'4""",M,136 lbs.,Straight,blue
user_29836,39,"5'1""",S,140 lbs.,Pear,blue
user_29837,25,"5'3""",S,135 lbs.,Hourglass,blue
user_29838,29,"5'5""",L,160 lbs.,Pear,blue
user_29839,21,"5'5""",S,140 lbs.,Hourglass,blue
user_29840,23,"5'7""",S,135 lbs.,Hourglass,white
user_29841,25,"5'6""",M,160 lbs.,Hourglass,white
user_29842,25,"5'5""",S,128 lbs.,Straight,white
user_29843,25,"5'7""",M,165 lbs.,Pear,white
user_29844,25,"5'3""",1 (S),140 lbs.,Hourglass,purple
user_29845,25,"5'2""",2 (M),115 lbs.,Straight,multi
user_29846,29,"5'4""",1 (S),145 lbs.,Hourglass,multi
user_29847,28,"5'7""",3 (L),185 lbs.,Hourglass,multi
user_29848,28,"5'6""",1 (S),150 lbs.,Hourglass,purple
user_29849,30,"5'3""",1 (S),145 lbs.,Straight,multi
user_29850,24,"5'10""",3 (L),190 lbs.,Pear,purple
user_29851,34,"5'6""",1 (S),140 lbs.,Pear,purple
user_29852,30,"5'5""",XL,190 lbs.,Hourglass,brown
user_29853,29,"5'4""",S,120 lbs.,Hourglass,sky
user_29854,53,"5'5""",XL,190 lbs.,Inverted Triangle,sky
user_29855,32,"5'8""",M,0 lbs.,Straight,pink combo
user_29856,52,"5'9""",M,142 lbs.,Straight,pink combo
user_29857,26,"5'9""",L,180 lbs.,Hourglass,pink combo
user_29858,24,"5'10""",M,160 lbs.,Pear,pink combo
user_29859,25,"5'4""",L,155 lbs.,Inverted Triangle,pink combo
user_29860,29,"5'5""",S,120 lbs.,Straight,pink combo
user_29861,31,"5'2""",S,130 lbs.,Pear,pink combo
user_29862,24,"5'8""",M,150 lbs.,Straight,pink combo
user_29863,31,"5'9""",M,150 lbs.,Hourglass,pink combo
user_29864,29,"5'7""",M,135 lbs.,Pear,pink combo
user_29865,28,"5'5""",S,130 lbs.,Straight,pink combo
user_29866,42,"5'7""",S,125 lbs.,Straight,pink combo
user_29867,27,"5'7""",M,145 lbs.,Straight,pink combo
user_29868,30,"5'6""",S,170 lbs.,Pear,pink combo
user_29869,25,"5'5""",S,140 lbs.,Hourglass,pink combo
user_29870,34,"5'4""",S,143 lbs.,Hourglass,novelty
user_29871,43,"5'4""",XS P,135 lbs.,Pear,novelty
user_29872,37,"5'3""",M P,167 lbs.,Hourglass,novelty
user_29873,29,"5'10""",L,175 lbs.,Straight,novelty
user_29874,39,"5'7""",S,176 lbs.,Pear,novelty
user_29875,26,"5'1""",XS P,120 lbs.,Hourglass,novelty
user_29876,54,"5'11""",S,138 lbs.,Straight,novelty
user_29877,52,"5'5""",L,,Hourglass,novelty
user_29878,35,"5'6""",M,155 lbs.,Inverted Triangle,novelty
user_29879,43,"5'3""",XS P,120 lbs.,,novelty
user_29880,42,"5'6""",M,170 lbs.,Hourglass,novelty
user_29881,37,"5'7""",XS,154 lbs.,Straight,novelty
user_29882,46,"5'3""",XS,161 lbs.,Hourglass,novelty
user_29883,41,"5'9""",M,175 lbs.,Pear,novelty
user_29884,36,0',XS,0 lbs.,,novelty
user_29885,42,"5'5""",XS,160 lbs.,,novelty
user_29886,40,5',XS P,121 lbs.,Hourglass,novelty
user_29887,30,"5'4""",XS P,120 lbs.,Straight,novelty
user_29888,42,"5'3""",L,183 lbs.,Hourglass,novelty
user_29889,31,"5'4""",XL,185 lbs.,Hourglass,novelty
user_29890,53,"5'7""",M,170 lbs.,Hourglass,novelty
user_29891,41,"5'9""",M,162 lbs.,Straight,novelty
user_29892,34,"5'3""",XL P,180 lbs.,Apple,novelty
user_29893,34,"5'4""",4,130 lbs.,Inverted Triangle,multi
user_29894,30,"5'7""",10,185 lbs.,Hourglass,multi
user_29895,34,"5'5""",4,161 lbs.,Hourglass,multi
user_29896,24,"5'11""",8,155 lbs.,Straight,multi
user_29897,33,"5'5""",12,190 lbs.,Hourglass,multi
user_29898,28,"5'3""",6,150 lbs.,Hourglass,multi
user_29899,30,"5'2""",6,135 lbs.,Hourglass,multi
user_29900,35,"5'8""",6,165 lbs.,Pear,multi
user_29901,34,5',2,115 lbs.,Pear,multi
user_29902,38,"5'9""",10,180 lbs.,Hourglass,multi
user_29903,30,"5'4""",6,130 lbs.,Inverted Triangle,multi
user_29904,26,5',4,130 lbs.,Hourglass,multi
user_29905,33,"5'8""",14,215 lbs.,Pear,multi
user_29906,31,"5'9""",L,185 lbs.,Hourglass,chocolate
user_29907,29,"5'4""",L,155 lbs.,Apple,chocolate
user_29908,31,"5'9""",M,155 lbs.,Straight,chocolate
user_29909,25,"5'5""",L,0 lbs.,Straight,chocolate
user_29910,32,"5'6""",S,135 lbs.,Hourglass,ivory
user_29911,38,"5'6""",S,133 lbs.,Straight,chocolate
user_29912,34,"5'6""",L,180 lbs.,Inverted Triangle,chocolate
user_29913,26,"5'5""",S,148 lbs.,Hourglass,chocolate
user_29914,41,"5'7""",L,0 lbs.,Straight,ivory
user_29915,26,"5'5""",XS,125 lbs.,Pear,chocolate
user_29916,36,"5'6""",XL,185 lbs.,Hourglass,blue
user_29917,0,0',S,0 lbs.,Hourglass,neutral
user_29918,27,"5'4""",M,128 lbs.,Straight,neutral
user_29919,29,"5'3""",M,115 lbs.,Straight,ivory
user_29920,,,S,,,light yell...
user_29921,26,"5'6""",S,125 lbs.,Straight,light yell...
user_29922,33,"5'2""",S,135 lbs.,Pear,light yell...
user_29923,24,"5'3""",S,130 lbs.,Hourglass,light yell...
user_29924,20,"5'4""",XS,125 lbs.,Hourglass,light yell...
user_29925,22,"5'4""",S,130 lbs.,Hourglass,light yell...
user_29926,26,"5'2""",XS,115 lbs.,Hourglass,light yell...
user_29927,47,"5'6""",XS,115 lbs.,Straight,cream
user_29928,31,"5'7""",L,160 lbs.,Straight,cream
user_29929,24,"5'7""",L,170 lbs.,Hourglass,cream
user_29930,29,"5'2""",S,135 lbs.,Straight,cream
user_29931,40,"5'9""",M,155 lbs.,Straight,cream
user_29932,40,"5'6""",3X,275 lbs.,Hourglass,pink combo
user_29933,32,"5'7""",XS,130 lbs.,Hourglass,pink combo
user_29934,32,"5'10""",2X,240 lbs.,Hourglass,pink combo
user_29935,34,"5'6""",M,145 lbs.,Hourglass,pink combo
user_29936,35,"5'7""",14,220 lbs.,Straight,denim ligh...
user_29937,45,"5'7""",16 W,0 lbs.,Hourglass,denim ligh...
user_29938,26,"5'4""",8,145 lbs.,Straight,denim ligh...
user_29939,43,"5'6""",14,204 lbs.,Straight,denim ligh...
user_29940,35,"5'4""",15,0 lbs.,Pear,denim ligh...
user_29941,34,"5'6""",15,220 lbs.,Pear,denim ligh...
user_29942,24,"5'6""",16 W,250 lbs.,Hourglass,denim ligh...
user_29943,36,"5'6""",0,115 lbs.,Straight,denim ligh...
user_29944,27,"5'7""",2,143 lbs.,Straight,denim ligh...
user_29945,29,"5'6""",18 W,200 lbs.,Apple,denim ligh...
user_29946,31,"5'5""",16 W,220 lbs.,Hourglass,denim ligh...
user_29947,28,"5'1""",8,140 lbs.,Hourglass,denim ligh...
user_29948,23,"5'6""",16 W,180 lbs.,Hourglass,denim ligh...
user_29949,30,"5'4""",6,138 lbs.,Hourglass,denim ligh...
user_29950,24,"5'5""",XS,115 lbs.,Hourglass,medium ora...
user_29951,24,"5'6""",L,190 lbs.,Hourglass,medium ora...
user_29952,30,"5'4""",XL,235 lbs.,Hourglass,medium ora...
user_29953,41,"5'1""",M,155 lbs.,Straight,medium ora...
user_29954,23,"5'9""",S,150 lbs.,Pear,medium ora...
user_29955,30,"5'2""",M,140 lbs.,Straight,medium ora...
user_29956,,,XS P,,,denim dark
user_29957,30,"5'4""",S,120 lbs.,Hourglass,denim dark
user_29958,32,5',L,230 lbs.,Hourglass,denim dark
user_29959,28,"4'11""",S P,130 lbs.,Hourglass,denim dark
user_29960,27,"5'7""",M,169 lbs.,,denim dark
user_29961,38,"5'7""",L,175 lbs.,Hourglass,denim dark
user_29962,31,"5'6""",S,150 lbs.,Hourglass,denim dark
user_29963,33,"5'10""",1X,210 lbs.,Apple,denim dark
user_29964,36,"5'7""",L,190 lbs.,Hourglass,denim dark
user_29965,38,"5'9""",S,137 lbs.,Pear,denim dark
user_29966,43,"5'8""",S,140 lbs.,Hourglass,denim dark
user_29967,49,"5'6""",L,170 lbs.,Hourglass,denim dark
user_29968,26,"5'5""",2X,250 lbs.,Hourglass,denim dark
user_29969,47,"4'8""",XS P,136 lbs.,Hourglass,denim dark
user_29970,48,"5'5""",S,140 lbs.,Straight,denim dark
user_29971,39,"5'2""",L P,190 lbs.,Hourglass,denim dark
user_29972,0,"5'4""",M P,170 lbs.,Pear,denim dark
user_29973,26,"5'8""",XL,190 lbs.,Hourglass,denim dark
user_29974,38,"5'5""",S,130 lbs.,Pear,denim dark
user_29975,27,"5'7""",L,180 lbs.,Hourglass,denim dark
user_29976,,"5'7""",L,190 lbs.,Hourglass,denim dark
user_29977,34,"5'7""",M,160 lbs.,Hourglass,denim dark
user_29978,26,"5'6""",2X,250 lbs.,Hourglass,denim dark
user_29979,45,"5'3""",2X,220 lbs.,Hourglass,denim dark
user_29980,35,"5'4""",S,130 lbs.,Hourglass,denim dark
user_29981,30,"5'7""",L,187 lbs.,Hourglass,denim dark
user_29982,41,"5'5""",S,120 lbs.,Hourglass,denim dark
user_29983,46,"5'3""",L,160 lbs.,Hourglass,denim dark
user_29984,35,"5'5""",S,135 lbs.,Hourglass,denim dark
user_29985,41,"5'9""",1X,,Pear,denim dark
user_29986,27,"5'8""",1X,215 lbs.,Hourglass,denim dark
user_29987,45,"5'8""",M,140 lbs.,Straight,denim dark
user_29988,38,"5'7""",M,180 lbs.,Pear,denim dark
user_29989,41,"5'3""",S,133 lbs.,Straight,denim dark
user_29990,41,"5'7""",1X,233 lbs.,Apple,denim dark
user_29991,53,"5'8""",L,185 lbs.,Hourglass,denim dark
user_29992,37,"5'7""",M,145 lbs.,Straight,ivory
user_29993,43,"5'7""",S,138 lbs.,Pear,ivory
user_29994,44,"5'2""",S,133 lbs.,Hourglass,ivory
user_29995,58,"5'5""",M,129 lbs.,Pear,ivory
user_29996,43,"5'4""",XS,123 lbs.,Hourglass,ivory
user_29997,32,"5'6""",M,135 lbs.,Straight,ivory
user_29998,26,"5'6""",L,155 lbs.,Inverted Triangle,ivory
user_29999,26,"5'8""",L,0 lbs.,Hourglass,ivory
user_30000,27,"5'3""",M,143 lbs.,Hourglass,ivory
user_30001,30,"5'3""",XS,118 lbs.,Straight,orange
user_30002,29,"5'6""",L,160 lbs.,Pear,orange
user_30003,32,"5'4""",S,122 lbs.,Pear,orange
user_30004,28,"5'5""",M,155 lbs.,Straight,orange
user_30005,32,"5'7""",M,145 lbs.,Pear,orange
user_30006,29,"5'7""",M,175 lbs.,,orange
user_30007,32,"5'5""",L,155 lbs.,Straight,orange
user_30008,26,"5'8""",S,127 lbs.,Hourglass,orange
user_30009,27,"5'2""",M,139 lbs.,Hourglass,orange
user_30010,33,"5'3""",S,126 lbs.,Hourglass,orange
user_30011,27,"5'10""",M,155 lbs.,Straight,orange
user_30012,26,"5'5""",M,145 lbs.,Hourglass,orange
user_30013,33,"5'8""",M,155 lbs.,Hourglass,orange
user_30014,25,5',XS,118 lbs.,,orange
user_30015,26,"5'2""",M,140 lbs.,Hourglass,orange
user_30016,29,"5'8""",M,150 lbs.,Hourglass,orange
user_30017,25,"5'5""",XS,120 lbs.,Pear,orange
user_30018,25,"5'2""",XS,115 lbs.,Hourglass,orange
user_30019,26,"5'8""",M,140 lbs.,Hourglass,orange
user_30020,27,"5'5""",S,125 lbs.,Hourglass,orange
user_30021,27,"5'6""",M,167 lbs.,Pear,orange
user_30022,28,"5'7""",6,140 lbs.,Straight,moss
user_30023,27,"5'6""",6,145 lbs.,Straight,moss
user_30024,27,"6'3""",18 W,246 lbs.,Hourglass,midnight
user_30025,28,"5'6""",6,140 lbs.,,moss
user_30026,30,"5'4""",6,145 lbs.,Hourglass,midnight
user_30027,32,"5'7""",16,200 lbs.,Hourglass,midnight
user_30028,31,"5'9""",8,150 lbs.,Hourglass,midnight
user_30029,32,"5'3""",8,150 lbs.,Hourglass,moss
user_30030,38,"5'10""",3X,0 lbs.,Inverted Triangle,cocoa
user_30031,25,"5'4""",L,190 lbs.,Inverted Triangle,white
user_30032,23,6',S,140 lbs.,Hourglass,cocoa
user_30033,27,"5'3""",L P,180 lbs.,Hourglass,white
user_30034,25,"5'6""",XS,115 lbs.,Straight,cocoa
user_30035,30,"5'5""",XL P,200 lbs.,Apple,white
user_30036,30,"5'5""",M,150 lbs.,Pear,denim ligh...
user_30037,27,"5'7""",M,155 lbs.,Pear,denim ligh...
user_30038,24,"5'1""",M,165 lbs.,Hourglass,denim ligh...
user_30039,,"5'7""",S,114 lbs.,,denim ligh...
user_30040,31,"5'3""",L,165 lbs.,Apple,denim ligh...
user_30041,26,"5'1""",M,140 lbs.,Straight,denim ligh...
user_30042,33,"5'6""",M,160 lbs.,Hourglass,denim ligh...
user_30043,30,"5'8""",M,,Hourglass,denim ligh...
user_30044,34,"5'7""",XL,200 lbs.,Apple,denim ligh...
user_30045,26,"5'3""",S,135 lbs.,Hourglass,denim ligh...
user_30046,37,"5'4""",XS,112 lbs.,Hourglass,denim ligh...
user_30047,31,"5'3""",M,150 lbs.,Hourglass,denim ligh...
user_30048,27,"5'3""",XS,120 lbs.,Hourglass,denim ligh...
user_30049,27,"5'8""",S,130 lbs.,Straight,denim ligh...
user_30050,52,"5'5""",XS,113 lbs.,Straight,denim ligh...
user_30051,32,"5'5""",S,125 lbs.,Hourglass,denim ligh...
user_30052,28,"5'7""",XS,125 lbs.,Straight,denim ligh...
user_30053,30,"5'1""",S,220 lbs.,Straight,denim ligh...
user_30054,39,"5'4""",S,130 lbs.,Pear,denim ligh...
user_30055,30,"5'9""",L,190 lbs.,Hourglass,denim ligh...
user_30056,72,"5'2""",L,165 lbs.,Pear,denim ligh...
user_30057,32,"5'4""",M P,150 lbs.,Straight,medium ora...
user_30058,33,"5'1""",XS P,105 lbs.,Pear,medium ora...
user_30059,55,"4'11""",XXS P,100 lbs.,Hourglass,medium ora...
user_30060,47,"5'4""",S,119 lbs.,Pear,medium ora...
user_30061,25,"5'8""",S,135 lbs.,Pear,medium ora...
user_30062,35,"5'7""",L,175 lbs.,Hourglass,medium ora...
user_30063,39,"5'1""",XXS P,132 lbs.,Hourglass,medium ora...
user_30064,49,"5'1""",S P,128 lbs.,Straight,medium ora...
user_30065,,,1X,,,medium ora...
user_30066,29,"5'4""",S,140 lbs.,Straight,medium ora...
user_30067,31,"6'1""",L,216 lbs.,Straight,medium ora...
user_30068,38,"5'9""",1X,230 lbs.,,medium ora...
user_30069,28,"5'5""",S,133 lbs.,Hourglass,neutral
user_30070,30,"5'4""",S,145 lbs.,Straight,neutral
user_30071,36,"5'1""",XS P,115 lbs.,Hourglass,neutral
user_30072,59,"5'8""",XL,185 lbs.,Straight,neutral
user_30073,33,"5'6""",M P,145 lbs.,Straight,neutral
user_30074,36,"5'7""",S,145 lbs.,Hourglass,neutral
user_30075,31,"5'3""",M P,132 lbs.,Hourglass,neutral
user_30076,24,"5'6""",S,126 lbs.,Hourglass,blue
user_30077,29,"5'7""",S,128 lbs.,Pear,blue
user_30078,31,"5'4""",S,110 lbs.,Hourglass,blue
user_30079,,,L,,,blue
user_30080,26,"5'2""",M,125 lbs.,Pear,blue
user_30081,61,5',6 P,126 lbs.,Apple,white
user_30082,35,"5'6""",8,175 lbs.,Hourglass,white
user_30083,34,"5'9""",4,138 lbs.,Straight,white
user_30084,31,"5'7""",10,175 lbs.,Hourglass,white
user_30085,30,"5'5""",6,140 lbs.,Hourglass,white
user_30086,30,"5'5""",10,160 lbs.,Hourglass,white
user_30087,37,"5'7""",4,120 lbs.,Hourglass,white
user_30088,71,"5'6""",10,150 lbs.,Pear,white
user_30089,29,"5'2""",M,140 lbs.,Straight,light blue
user_30090,29,"5'1""",1X,235 lbs.,Apple,light blue
user_30091,29,"5'4""",S,135 lbs.,Hourglass,light blue
user_30092,31,"5'2""",XS,105 lbs.,Hourglass,light blue
user_30093,29,"5'6""",S,135 lbs.,Hourglass,light blue
user_30094,29,"5'7""",M,155 lbs.,Pear,light blue
user_30095,27,"5'6""",S,135 lbs.,Hourglass,light blue
user_30096,26,"5'7""",3X,320 lbs.,Apple,neutral
user_30097,29,"5'6""",M,165 lbs.,Straight,neutral
user_30098,25,"5'2""",M,135 lbs.,Pear,neutral
user_30099,,,3X,,,neutral
user_30100,32,"5'2""",S,120 lbs.,Inverted Triangle,neutral
user_30101,33,"4'11""",XS,117 lbs.,Hourglass,neutral
user_30102,27,"5'6""",3X,250 lbs.,,neutral
user_30103,31,"5'4""",L,165 lbs.,Hourglass,neutral
user_30104,23,"5'2""",S,125 lbs.,Straight,neutral
user_30105,28,"5'3""",S,0 lbs.,Hourglass,neutral
user_30106,29,"5'8""",S,125 lbs.,Straight,neutral
user_30107,28,"5'6""",2X,250 lbs.,Straight,neutral
user_30108,29,"5'2""",XL,170 lbs.,Hourglass,neutral
user_30109,23,"5'4""",S,130 lbs.,Inverted Triangle,neutral
user_30110,27,"5'6""",2X,275 lbs.,Pear,neutral
user_30111,33,"5'5""",XL,160 lbs.,Pear,neutral
user_30112,28,"5'3""",XL,165 lbs.,Pear,neutral
user_30113,24,"5'9""",M,145 lbs.,Pear,neutral
user_30114,27,"5'4""",S,125 lbs.,Hourglass,neutral
user_30115,29,"5'5""",XS,120 lbs.,Hourglass,neutral
user_30116,35,"5'4""",M,138 lbs.,Hourglass,neutral
user_30117,28,"5'10""",S,135 lbs.,Straight,neutral
user_30118,33,5',XS,93 lbs.,Hourglass,neutral
user_30119,30,"5'4""",XL,220 lbs.,Pear,neutral
user_30120,26,"5'3""",XS,115 lbs.,Straight,canary
user_30121,31,"5'1""",XS,0 lbs.,Hourglass,canary
user_30122,27,"5'3""",S,130 lbs.,Pear,canary
user_30123,35,"5'4""",L,160 lbs.,Apple,canary
user_30124,34,"5'4""",S,130 lbs.,Hourglass,blue
user_30125,33,"5'4""",M,130 lbs.,Straight,blue
user_30126,30,"5'7""",M,150 lbs.,Hourglass,blue
user_30127,27,"5'9""",S,140 lbs.,Straight,blue
user_30128,37,"5'7""",S,130 lbs.,Straight,blue
user_30129,33,5',M,135 lbs.,Pear,blue
user_30130,27,"5'3""",M,150 lbs.,Pear,blue
user_30131,34,"5'6""",M,150 lbs.,Pear,blue
user_30132,30,"5'6""",S,125 lbs.,Hourglass,blue
user_30133,44,"5'7""",S,136 lbs.,Hourglass,blue
user_30134,26,"5'10""",L,160 lbs.,Straight,blue
user_30135,28,"5'7""",M,140 lbs.,Inverted Triangle,blue
user_30136,29,"5'3""",S,135 lbs.,Hourglass,blue
user_30137,28,5',M,159 lbs.,Pear,light yell...
user_30138,32,"5'5""",M,160 lbs.,Pear,light yell...
user_30139,32,"5'8""",S,130 lbs.,Pear,light yell...
user_30140,32,"5'4""",L,170 lbs.,Pear,light yell...
user_30141,26,"5'1""",S,123 lbs.,Hourglass,light yell...
user_30142,32,"5'4""",L,180 lbs.,Hourglass,light yell...
user_30143,24,"5'3""",M,155 lbs.,Inverted Triangle,light yell...
user_30144,28,"5'6""",M,145 lbs.,Hourglass,light yell...
user_30145,26,"5'8""",XL,220 lbs.,Hourglass,light yell...
user_30146,39,"5'2""",S,110 lbs.,Hourglass,light yell...
user_30147,32,"5'5""",L,155 lbs.,Hourglass,light yell...
user_30148,25,"5'3""",S,135 lbs.,Hourglass,light yell...
user_30149,28,"5'7""",XL,210 lbs.,Hourglass,light yell...
user_30150,40,"5'11""",XL,180 lbs.,Straight,light yell...
user_30151,34,"5'8""",M,165 lbs.,Hourglass,light yell...
user_30152,,,M,,,light yell...
user_30153,29,"5'2""",M,135 lbs.,Hourglass,light yell...
user_30154,27,"5'6""",M,155 lbs.,Hourglass,light yell...
user_30155,27,"5'8""",M,140 lbs.,Straight,light yell...
user_30156,53,"5'9""",XL,220 lbs.,,light gree...
user_30157,45,"5'7""",S,130 lbs.,Hourglass,light gree...
user_30158,50,"5'7""",L,170 lbs.,,light gree...
user_30159,43,"5'3""",XS,115 lbs.,Straight,light gree...
user_30160,30,"5'4""",XS,115 lbs.,Straight,light gree...
user_30161,46,"5'4""",L,200 lbs.,Pear,light gree...
user_30162,39,"5'5""",M,145 lbs.,Pear,light gree...
user_30163,36,"5'8""",L,180 lbs.,,light gree...
user_30164,42,"5'5""",M,160 lbs.,Straight,light gree...
user_30165,33,"5'9""",S,135 lbs.,Hourglass,light gree...
user_30166,49,"5'4""",XL,198 lbs.,Hourglass,light gree...
user_30167,34,"5'8""",M,160 lbs.,Hourglass,light gree...
user_30168,38,"5'9""",L,168 lbs.,Hourglass,light gree...
user_30169,35,"5'5""",XXL,0 lbs.,Apple,light gree...
user_30170,30,"5'7""",M,150 lbs.,Hourglass,light gree...
user_30171,37,"5'7""",XS,118 lbs.,,light gree...
user_30172,26,"5'3""",XS,120 lbs.,Straight,light gree...
user_30173,28,"5'3""",S,135 lbs.,Straight,light gree...
user_30174,39,"5'6""",S,140 lbs.,Straight,light gree...
user_30175,47,"5'1""",S,130 lbs.,Hourglass,light gree...
user_30176,35,"5'6""",L,180 lbs.,Inverted Triangle,light gree...
user_30177,29,"5'4""",M,140 lbs.,Pear,light gree...
user_30178,28,"5'4""",S,0 lbs.,Hourglass,light gree...
user_30179,28,"5'7""",S,130 lbs.,Hourglass,light gree...
user_30180,56,"5'7""",M,133 lbs.,Hourglass,light gree...
user_30181,34,"5'5""",M,141 lbs.,Straight,yellow
user_30182,0,"5'6""",M,145 lbs.,Pear,yellow
user_30183,,,S,,,yellow
user_30184,24,"5'3""",XS,110 lbs.,Pear,yellow
user_30185,28,6',L,170 lbs.,Hourglass,yellow
user_30186,29,"5'2""",M,143 lbs.,Hourglass,yellow
user_30187,37,"5'11""",M,148 lbs.,Hourglass,lilac
user_30188,41,"5'8""",L,180 lbs.,Hourglass,lilac
user_30189,41,"5'5""",S,135 lbs.,Hourglass,lilac
user_30190,37,"5'3""",S,155 lbs.,Hourglass,lilac
user_30191,39,"5'5""",L,133 lbs.,Hourglass,lilac
user_30192,44,"5'5""",S,145 lbs.,Pear,lilac
user_30193,36,"5'1""",M,150 lbs.,Straight,lilac
user_30194,29,"5'6""",M,160 lbs.,Hourglass,lilac
user_30195,,,XXS,,,green
user_30196,61,"5'7""",XL,160 lbs.,Pear,green
user_30197,28,"5'7""",M,160 lbs.,Hourglass,green
user_30198,25,"5'7""",S,135 lbs.,,green
user_30199,42,"5'10""",M,160 lbs.,Hourglass,green
user_30200,32,"5'7""",L,190 lbs.,Hourglass,green
user_30201,,,4,,,light purp...
user_30202,30,"5'6""",S,150 lbs.,Straight,moss
user_30203,37,"5'7""",M,160 lbs.,Straight,moss
user_30204,42,"5'5""",M,148 lbs.,Hourglass,peach
user_30205,41,"5'11""",1X,220 lbs.,Apple,pink
user_30206,32,"5'5""",M,145 lbs.,Hourglass,moss
user_30207,41,"5'8""",M,139 lbs.,Straight,peach
user_30208,30,"5'5""",M,175 lbs.,Pear,moss
user_30209,29,"5'4""",XS,115 lbs.,Straight,moss
user_30210,29,"5'5""",M,170 lbs.,Pear,peach
user_30211,29,"5'4""",XS,135 lbs.,,peach
user_30212,27,"5'7""",XS,135 lbs.,Straight,moss
user_30213,29,"5'8""",S,130 lbs.,Straight,moss
user_30214,40,"5'6""",M,175 lbs.,Straight,moss
user_30215,38,5',XXS P,105 lbs.,Straight,pink
user_30216,30,"5'3""",XL P,0 lbs.,Hourglass,pink
user_30217,27,"5'8""",M,150 lbs.,Hourglass,peach
user_30218,29,"5'4""",L P,180 lbs.,Pear,moss
user_30219,32,"5'6""",2X,260 lbs.,Apple,pink
user_30220,31,"5'2""",XS P,120 lbs.,Straight,honey
user_30221,47,"5'4""",S P,130 lbs.,Hourglass,honey
user_30222,26,"5'2""",S P,155 lbs.,Pear,honey
user_30223,29,"5'2""",XS P,120 lbs.,Straight,honey
user_30224,39,"5'2""",XS,110 lbs.,Hourglass,honey
user_30225,25,"5'3""",S P,145 lbs.,Pear,honey
user_30226,29,"5'7""",S,150 lbs.,Hourglass,honey
user_30227,33,"5'1""",S P,130 lbs.,Straight,honey
user_30228,27,"5'3""",M,150 lbs.,Hourglass,honey
user_30229,27,"5'4""",S P,0 lbs.,,honey
user_30230,25,"5'2""",S P,140 lbs.,Straight,honey
user_30231,29,"5'3""",S P,120 lbs.,Straight,honey
user_30232,25,"5'4""",S,140 lbs.,Pear,honey
user_30233,26,"5'6""",M,180 lbs.,Hourglass,pink combo
user_30234,32,"5'8""",M,178 lbs.,Pear,pink combo
user_30235,24,"5'5""",S,123 lbs.,Hourglass,pink combo
user_30236,29,"5'4""",L,140 lbs.,Straight,pink combo
user_30237,24,5',S,120 lbs.,Hourglass,pink combo
user_30238,41,"5'6""",S,137 lbs.,Hourglass,pink combo
user_30239,45,"5'2""",XS,130 lbs.,Pear,pink combo
user_30240,31,"5'3""",S,135 lbs.,Hourglass,pink combo
user_30241,33,"5'6""",S,132 lbs.,Straight,pink combo
user_30242,21,"5'5""",M,150 lbs.,Pear,pink combo
user_30243,31,"5'2""",L,175 lbs.,Hourglass,pink combo
user_30244,30,"5'7""",L,185 lbs.,Hourglass,pink combo
user_30245,50,"5'4""",XL P,143 lbs.,Pear,honey
user_30246,28,"5'3""",2 (M),125 lbs.,Straight,medium pin...
user_30247,21,"5'4""",0 (XS),110 lbs.,Hourglass,medium pin...
user_30248,21,"5'7""",1 (S),115 lbs.,Straight,medium pin...
user_30249,31,"5'3""",1 (S),143 lbs.,Inverted Triangle,medium pin...
